Id,OverallQual,YearBuilt,YearRemodAdd,ExterQual,ExterCond,BsmtQual,TotalBsmtSF,stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice
272,7,1954,2005,TA,TA,Gd,1385,1363,1363,1,TA,5,2,1954,2,439,2008,241500
273,8,1999,2007,Gd,TA,Gd,1152,1164,2270,2,Gd,9,1,1999,3,671,2010,290000
274,6,1958,1988,TA,TA,TA,1240,1632,1632,2,TA,6,1,1958,1,338,2009,139000
275,5,1982,1982,TA,TA,TA,816,816,816,1,TA,5,0,1982,1,264,2007,124500
276,7,1925,2007,Gd,Gd,TA,952,952,1548,2,Ex,5,0,1978,2,672,2009,205000
277,7,2003,2003,Gd,TA,Ex,1560,1560,1560,2,Gd,7,0,2003,2,573,2010,201000
278,4,1951,1951,TA,TA,TA,864,864,864,1,TA,4,0,1951,2,400,2010,141000
279,9,2006,2007,Ex,TA,Ex,2121,2121,2121,2,Ex,8,1,2007,3,732,2007,415298
280,7,1977,1977,TA,TA,Gd,1160,1156,2022,2,TA,8,1,1977,2,505,2008,192000
281,7,1989,1989,Gd,TA,Gd,807,1175,1982,2,Gd,7,1,1989,2,575,2007,228500
282,6,2006,2006,Gd,TA,Gd,1262,1262,1262,2,Gd,5,0,2006,2,572,2006,185000
283,7,2007,2008,Gd,TA,Gd,1314,1314,1314,2,Gd,6,1,2008,2,626,2009,207500
284,8,2008,2009,Gd,TA,Gd,1468,1468,1468,2,Gd,6,1,2008,3,898,2009,244600
285,6,1992,1992,Gd,TA,Gd,1575,1575,1575,2,Gd,5,0,1992,2,529,2007,179200
286,7,2006,2007,Gd,TA,Gd,625,625,1250,2,Gd,5,0,2006,2,528,2007,164700
287,6,1962,1981,TA,TA,TA,912,1085,1734,1,Gd,7,1,1962,2,440,2006,159000
288,4,1971,1971,TA,TA,TA,858,858,858,1,TA,5,0,NaN,0,0,2006,88000
289,5,1967,1967,TA,Gd,TA,882,900,900,1,TA,5,0,1970,1,280,2010,122000
290,6,1915,2003,TA,TA,TA,698,698,1396,1,TA,7,0,2003,1,384,2007,153575
291,8,2006,2006,Gd,TA,Gd,1079,1079,1919,2,Gd,8,1,2006,2,685,2006,233230
292,5,1912,2000,TA,Fa,TA,780,936,1716,2,Fa,9,0,NaN,0,0,2008,135900
293,5,1949,2008,TA,TA,TA,768,1148,1716,1,TA,8,1,1949,1,281,2009,131000
294,7,1977,1994,TA,TA,TA,795,1468,2263,2,Gd,9,1,1977,2,539,2006,235000
295,6,1953,1953,TA,TA,TA,1416,1644,1644,1,TA,7,2,1953,2,418,2009,167000
296,6,1984,1984,TA,TA,TA,1003,1003,1003,1,TA,6,0,1984,2,588,2006,142500
297,5,1950,1950,TA,TA,TA,910,910,1558,1,TA,6,0,1950,1,282,2007,152000
298,7,1997,1998,Gd,TA,Gd,975,975,1950,2,Gd,7,1,1997,2,576,2007,239000
299,6,1968,1968,Gd,TA,TA,702,1041,1743,1,TA,7,1,1968,2,539,2007,175000
300,6,1950,2004,TA,Gd,TA,1092,1152,1152,1,Gd,6,1,1950,1,300,2009,158500
301,5,1953,1953,TA,TA,TA,1165,1336,1336,1,TA,5,2,1953,1,375,2006,157000
302,8,1998,1999,Gd,TA,Gd,1028,1210,2452,2,Gd,9,1,1998,2,683,2007,267000
303,7,2001,2002,Gd,TA,Gd,1541,1541,1541,2,Gd,6,1,2001,3,843,2006,205000
304,5,1972,1972,TA,TA,TA,894,894,894,1,TA,5,0,1975,2,552,2006,149900
305,7,1880,2002,TA,TA,TA,1470,1675,3493,3,Gd,10,1,2003,3,870,2008,295000
306,8,2004,2005,Gd,TA,Gd,2000,2000,2000,2,Gd,8,0,2004,3,888,2007,305900
307,7,1990,1991,Gd,TA,Gd,700,1122,2243,2,Gd,8,1,1990,3,746,2007,225000
308,6,1920,1950,TA,Fa,TA,319,1035,1406,1,Fa,6,0,NaN,0,0,2008,89500
309,4,1940,1950,TA,TA,TA,861,861,861,1,TA,4,0,1961,2,539,2009,82500
310,9,2003,2004,Gd,TA,Ex,1896,1944,1944,2,Ex,8,3,2003,3,708,2006,360000
311,6,1993,1994,TA,TA,Gd,697,697,1501,2,Gd,6,1,1993,2,420,2006,165600
312,6,1948,2002,TA,Gd,TA,972,972,972,1,TA,5,1,1948,1,240,2009,132000
313,5,1939,1950,TA,TA,Gd,793,793,1118,1,TA,5,1,1939,2,410,2006,119900
314,7,1965,1965,TA,TA,Gd,2136,2036,2036,2,TA,8,2,1965,2,513,2009,375000
315,7,1925,1990,TA,TA,TA,728,832,1641,1,Ex,6,1,1925,2,546,2006,178000
316,7,2004,2005,Gd,TA,Gd,716,716,1432,2,Gd,6,1,2004,2,432,2009,188500
317,7,1980,1980,Gd,TA,Gd,845,1153,2353,2,Ex,10,1,1983,2,484,2009,260000
318,8,2006,2006,Gd,TA,Gd,1088,1088,1959,2,Gd,8,1,2006,3,1025,2007,270000
319,7,1993,1993,Gd,TA,Gd,1347,1372,2646,2,Gd,9,1,1993,3,656,2009,260000
320,7,1980,1980,TA,TA,Gd,1372,1472,1472,2,TA,6,2,1980,2,588,2009,187500
321,9,2006,2006,TA,TA,Ex,1249,1249,2596,3,Gd,9,0,2006,3,840,2006,342643
322,8,2004,2004,Gd,TA,Ex,1136,1136,2468,2,Gd,10,1,2004,3,872,2007,354000
323,7,1986,1987,Gd,TA,TA,1502,1553,2730,2,Gd,8,1,1987,2,576,2007,301000
324,3,1955,2005,TA,Gd,TA,1162,1163,1163,1,TA,6,0,1955,1,220,2006,126175
325,7,1967,2007,Gd,Gd,Gd,710,1898,2978,2,Gd,11,1,1961,2,564,2010,242000
326,5,1941,1950,TA,TA,TA,720,803,803,1,TA,5,0,1941,2,360,2007,87000
327,8,1993,1993,Gd,TA,Gd,1719,1719,1719,1,Gd,6,2,1993,2,473,2008,324000
328,6,1960,1960,TA,TA,TA,1383,1383,1383,1,TA,7,0,1960,1,292,2006,145250
329,6,1916,1994,TA,TA,TA,844,1445,2134,2,Gd,10,0,1930,2,441,2009,214500
330,5,1920,1950,TA,TA,TA,596,596,1192,1,TA,6,0,1920,1,189,2009,78000
331,5,1964,1964,TA,TA,TA,1728,1728,1728,2,TA,10,0,2002,1,352,2007,119000
332,5,1958,1992,TA,TA,TA,1056,1056,1056,1,TA,6,0,1958,1,308,2007,139000
333,8,2003,2004,Gd,TA,Gd,3206,1629,1629,2,Gd,7,1,2003,3,880,2009,284000
334,7,2004,2004,Gd,TA,Gd,1358,1358,1358,2,Gd,6,1,2004,2,484,2008,207000
335,6,1998,1998,TA,TA,Gd,943,943,1638,2,TA,7,2,1998,2,472,2008,192000
336,5,1965,1965,TA,TA,TA,1499,1619,1786,2,TA,7,2,1965,2,529,2008,228950
337,9,2005,2006,Gd,TA,Ex,1922,1922,1922,2,Gd,8,1,2005,3,676,2007,377426
338,7,2002,2003,Gd,TA,Gd,1536,1536,1536,2,Gd,7,0,2002,2,532,2008,214000
339,7,1984,1998,Gd,TA,Gd,1208,1621,1621,2,Gd,8,0,1984,2,440,2006,202500
340,6,1958,1998,TA,TA,TA,1215,1215,1215,1,TA,6,0,1958,1,297,2009,155000
341,8,2002,2002,Gd,TA,Gd,967,993,1908,2,Gd,9,0,2002,2,431,2010,202900
342,4,1950,1950,Fa,Fa,TA,721,841,841,1,TA,4,0,1950,1,294,2009,82000
343,3,1949,1950,TA,TA,NA,0,1040,1040,2,TA,6,0,1949,2,400,2006,87500
344,9,2005,2005,Ex,TA,Ex,1684,1684,1684,2,Ex,6,1,2005,2,564,2008,266000
345,5,1976,1976,TA,TA,Gd,536,536,1112,1,TA,4,0,1976,1,336,2010,85000
346,6,1939,1950,TA,TA,TA,972,972,1577,1,Fa,6,1,1939,1,312,2006,140200
347,6,1960,1998,TA,Gd,TA,958,958,958,1,TA,5,0,1960,1,301,2007,151500
348,6,1960,1960,TA,TA,TA,1478,1478,1478,2,TA,6,2,1960,2,498,2009,157500
349,7,2003,2004,Gd,TA,Gd,764,764,1626,2,Gd,6,0,2003,2,474,2008,154000
350,9,2005,2006,Ex,TA,Ex,1848,1848,2728,2,Ex,10,2,2006,3,706,2006,437154
351,9,2007,2007,Ex,TA,Ex,1869,1869,1869,2,Ex,6,1,2007,2,617,2007,318061
352,7,1986,1986,TA,TA,Gd,1453,1453,1453,1,Gd,6,1,1986,2,445,2006,190000
353,5,1941,1950,TA,TA,TA,616,616,1111,1,TA,5,0,1941,1,200,2008,95000
354,6,1928,2003,TA,Gd,TA,624,720,720,1,TA,5,0,2005,2,484,2010,105900
355,6,1940,2000,TA,TA,TA,940,1192,1595,1,TA,6,2,1940,1,240,2006,140000
356,6,1995,1995,Gd,Gd,Gd,1200,1200,1200,2,Gd,6,0,1995,2,521,2007,177500
357,6,1992,1992,TA,TA,Gd,1158,1167,1167,2,Gd,6,0,1992,2,400,2009,173000
358,5,1976,1976,TA,TA,Gd,1142,1142,1142,1,TA,6,1,1976,2,528,2007,134000
359,5,1958,1958,TA,TA,TA,1062,1352,1352,1,Gd,6,0,1958,1,288,2006,130000
360,8,1998,1998,Gd,TA,Gd,1086,1086,1924,2,Gd,7,1,1998,2,592,2006,280000
361,6,1978,1978,TA,TA,Gd,888,912,912,1,TA,5,1,1978,2,470,2007,156000
362,5,1940,1982,TA,TA,TA,883,988,1505,1,TA,8,0,1940,1,240,2008,145000
363,7,2003,2003,Gd,TA,NA,0,495,1922,3,Gd,7,1,2003,2,672,2009,198500
364,6,1972,2007,TA,TA,TA,483,483,987,1,Gd,5,0,1972,1,264,2009,118000
365,6,1976,1976,TA,TA,Gd,796,790,1574,2,TA,6,1,1976,2,566,2006,190000
366,5,1920,1997,TA,Gd,TA,672,672,1344,1,TA,6,0,1964,1,468,2009,147000
367,6,1963,1963,TA,TA,Gd,1394,1394,1394,1,TA,6,2,1963,2,514,2009,159000
368,6,1962,1962,TA,TA,Gd,1099,1431,1431,1,TA,6,1,1962,1,296,2008,165000
369,5,1954,1954,TA,TA,TA,1268,1268,1268,1,TA,7,1,1954,1,244,2010,132000
370,5,1959,2006,TA,Gd,TA,1063,1287,1287,1,Gd,7,1,1997,2,576,2010,162000
371,6,2000,2000,TA,TA,Gd,953,953,1664,2,TA,7,1,2000,2,460,2006,172400
372,4,1959,1959,TA,TA,NA,0,1120,1588,2,TA,7,1,1991,2,680,2008,134432
373,6,1984,1984,TA,TA,Gd,744,752,752,1,TA,4,0,1984,1,264,2010,125000
374,5,1953,1953,TA,TA,TA,608,1319,1319,1,TA,5,0,1953,1,270,2009,123000
375,7,2003,2004,Gd,TA,Gd,847,847,1928,2,Gd,8,1,2003,2,434,2007,219500
376,1,1922,1950,Fa,Fa,Fa,683,904,904,0,Fa,4,0,NaN,0,0,2009,61000
377,5,1996,1996,Gd,TA,Gd,870,914,914,1,TA,5,0,1998,2,576,2006,148000
378,8,2004,2005,Gd,TA,Gd,1580,1580,2466,3,Gd,8,1,2004,2,610,2007,340000
379,9,2010,2010,Gd,TA,Ex,1856,1856,1856,1,Ex,8,1,2010,3,834,2010,394432
380,6,2000,2000,TA,TA,Gd,982,1007,1800,2,TA,7,1,2000,2,463,2009,179000
381,5,1924,1950,TA,TA,TA,1026,1026,1691,2,Gd,6,1,1924,1,308,2010,127000
382,7,2006,2006,Gd,TA,Gd,1293,1301,1301,2,Gd,5,1,2006,2,572,2006,187750
383,7,2006,2006,Gd,TA,Gd,939,939,1797,2,Gd,8,0,2006,2,639,2007,213500
384,6,1928,1950,TA,TA,Fa,784,784,784,1,TA,5,0,1950,2,360,2009,76000
385,6,1992,1992,Gd,TA,Gd,1580,1079,1953,2,Gd,9,2,1992,2,501,2007,240000
386,8,2004,2005,Gd,TA,Gd,1256,1269,1269,2,Gd,6,1,2004,2,430,2010,192000
387,5,1910,1996,TA,Fa,TA,658,658,1184,1,TA,8,0,NaN,0,0,2006,81000
388,6,1976,1976,TA,TA,TA,1041,1125,1125,1,TA,6,1,1977,1,352,2009,125000
389,7,1999,2000,Gd,TA,Gd,1468,1479,1479,2,Gd,6,0,1999,2,577,2008,191000
390,10,2007,2008,Ex,TA,Ex,1682,1742,2332,2,Ex,9,1,2008,3,846,2008,426000
391,5,1900,1950,TA,TA,TA,861,961,1367,1,TA,7,0,1978,1,384,2008,119000
392,6,2001,2002,TA,TA,Ex,804,804,1961,2,Gd,7,1,2001,2,560,2009,215000
393,5,1959,1959,TA,TA,NA,0,882,882,1,TA,5,0,1959,1,294,2007,106500
394,4,1941,1950,TA,TA,TA,788,788,788,1,TA,4,2,NaN,0,0,2006,100000
395,5,1940,1950,TA,TA,TA,735,735,1034,1,TA,5,0,1940,1,240,2007,109000
396,5,1956,1956,TA,TA,TA,1144,1144,1144,1,TA,6,0,1956,1,596,2010,129000
397,5,1972,1972,TA,TA,TA,894,894,894,1,TA,6,0,1985,2,600,2009,123000
398,5,1962,1962,TA,TA,TA,864,876,1812,2,TA,8,1,1962,1,264,2007,169500
399,5,1920,1950,TA,Fa,Fa,961,1077,1077,1,TA,6,0,1920,1,338,2007,67000
400,7,2006,2007,Gd,TA,Gd,1092,1112,1550,2,Gd,7,0,2007,2,438,2009,241000
401,8,1996,1996,Gd,TA,Gd,1260,1288,1288,1,Ex,4,2,1996,2,500,2008,245500
402,7,2005,2005,Gd,TA,Gd,1310,1310,1310,2,Gd,6,1,2005,2,400,2006,164990
403,5,1940,1997,TA,TA,TA,672,672,672,1,TA,4,0,1940,1,240,2008,108000
404,8,1998,1998,Gd,TA,Gd,1141,1165,2263,2,Gd,10,1,1998,2,420,2006,258000
405,6,1995,1996,TA,TA,Gd,806,806,1572,2,TA,7,1,1995,2,373,2007,168000
406,4,1976,1993,TA,TA,TA,1281,1620,1620,2,TA,8,1,1993,2,490,2009,150000
407,6,1936,1950,TA,TA,TA,1064,1166,1639,1,TA,6,0,1936,1,240,2008,115000
408,6,1915,1976,TA,TA,Gd,840,840,1680,2,TA,8,0,1960,1,308,2008,177000
409,7,2006,2006,Gd,TA,Ex,1063,1071,2172,2,Gd,9,1,2006,3,947,2007,280000
410,8,2007,2008,Gd,TA,Ex,1034,1050,2078,2,Ex,8,1,2008,3,836,2008,339750
411,5,1958,1958,TA,Fa,TA,1276,1276,1276,1,TA,5,0,1958,1,350,2009,60000
412,5,1955,1955,TA,TA,TA,1056,1056,1056,1,TA,5,0,1955,2,572,2006,145000
413,7,2009,2009,Ex,TA,Ex,1470,1478,1478,2,Gd,7,1,2009,2,484,2010,222000
414,5,1927,1950,TA,TA,TA,1008,1028,1028,1,TA,5,1,1927,2,360,2010,115000
415,7,1993,1993,Gd,TA,Gd,1080,1080,2097,2,Gd,9,1,1993,3,678,2008,228000
416,7,2007,2007,Gd,TA,Gd,1340,1340,1340,2,Gd,6,0,2007,2,396,2007,181134
417,6,1978,1978,TA,TA,TA,672,672,1400,1,TA,6,1,1978,2,440,2006,149500
418,6,1918,1950,TA,TA,Gd,1370,1370,2624,2,TA,10,1,1918,3,864,2007,239000
419,5,1940,1950,TA,TA,TA,756,756,1134,1,TA,7,0,1940,1,240,2007,126000
420,5,1968,1968,TA,TA,TA,1056,1056,1056,1,TA,6,1,1968,1,304,2010,142000
421,7,1997,1998,TA,Gd,Gd,1344,1344,1344,2,TA,8,0,1997,4,784,2008,206300
422,6,1977,2000,Gd,TA,Gd,1602,1602,1602,2,Gd,8,1,1977,2,529,2009,215000
423,5,1954,1954,TA,TA,TA,988,988,988,1,TA,4,0,1954,2,520,2008,113000
424,8,1998,1998,Gd,TA,Gd,1470,1470,2630,2,Gd,8,1,1998,3,696,2008,315000
425,6,1956,1956,TA,TA,Gd,1196,1196,1196,1,TA,6,1,1956,1,297,2008,139000
426,7,1946,1992,TA,Gd,TA,651,707,1389,1,TA,6,2,1947,1,240,2009,135000
427,7,1989,1989,Gd,TA,Gd,1518,1644,1644,2,Gd,5,1,1989,2,569,2009,275000
428,4,1957,1957,TA,TA,TA,907,907,907,1,TA,5,0,1964,1,352,2008,109008
429,7,2007,2007,Gd,TA,Gd,1208,1208,1208,2,Gd,6,0,2007,2,628,2007,195400
430,6,1988,1988,TA,TA,Gd,1392,1412,1412,2,Gd,6,1,1988,2,576,2009,175000
431,6,1971,1971,TA,TA,TA,483,483,987,1,TA,4,0,1971,1,264,2008,85400
432,6,1920,1998,TA,TA,TA,901,1088,1198,1,TA,7,0,NaN,0,0,2008,79900
433,5,1971,1971,TA,TA,TA,765,765,1365,1,TA,6,0,1971,2,440,2007,122500
434,6,1997,1998,TA,TA,Gd,926,926,1604,2,TA,7,1,1997,2,470,2008,181000
435,4,1972,1972,TA,Gd,Gd,630,630,630,1,TA,3,0,NaN,0,0,2008,81000
436,7,1996,1996,Gd,TA,Gd,799,827,1661,2,Gd,6,1,1996,2,550,2009,212000
437,6,1920,1950,TA,TA,Fa,648,734,1118,1,TA,6,0,1990,2,440,2006,116000
438,6,1926,2004,Gd,TA,TA,884,904,904,1,TA,4,0,1926,1,180,2009,119000
439,5,1913,2002,TA,TA,TA,440,694,694,1,Gd,4,1,1990,1,352,2007,90350
440,6,1920,2000,TA,TA,TA,684,684,1196,1,Gd,7,0,2005,2,528,2009,110000
441,10,2008,2008,Ex,TA,Ex,3094,2402,2402,2,Ex,10,2,2008,3,672,2009,555000
442,4,1955,1955,TA,TA,TA,1440,1440,1440,2,Fa,8,0,NaN,0,0,2008,118000
443,5,1930,1992,TA,TA,TA,1078,1128,1573,2,TA,8,1,1930,2,360,2008,162900
444,7,2006,2007,Gd,TA,Ex,1258,1258,1258,2,Gd,6,1,2007,3,648,2007,172500
445,7,1994,1995,Gd,Gd,Gd,915,933,1908,2,Gd,8,1,1994,2,493,2008,210000
446,6,1956,1956,TA,TA,TA,1436,1689,1689,1,TA,7,1,1956,2,480,2009,127500
447,6,1966,2002,Gd,TA,TA,1517,1888,1888,2,Gd,6,1,1966,2,578,2010,190000
448,7,1998,1999,Gd,TA,Gd,930,956,1886,2,Gd,10,1,1998,2,431,2006,199900
449,6,1937,1950,TA,TA,TA,780,780,1376,2,TA,7,1,1937,1,198,2006,119500
450,3,1948,2002,TA,Gd,TA,649,679,1183,1,TA,6,0,1981,1,308,2007,120000
451,6,1930,2005,TA,TA,TA,813,813,813,1,Gd,5,0,1932,1,270,2006,110000
452,7,1975,1975,TA,TA,Gd,1533,1533,1533,2,Gd,5,2,1975,2,576,2006,280000
453,6,1996,1997,Gd,TA,Ex,872,888,1756,2,TA,7,0,1996,2,422,2007,204000
454,8,2008,2008,Gd,TA,Gd,768,786,1590,2,Gd,6,0,2008,2,676,2009,210000
455,5,1976,1976,TA,TA,TA,1728,1728,1728,2,TA,8,0,1976,2,560,2006,188000
456,7,1973,1973,TA,TA,TA,1242,1242,1242,1,TA,6,1,1973,2,528,2007,175500
457,5,1916,1950,TA,TA,TA,624,624,1344,1,TA,7,0,1916,3,513,2008,98000
458,4,1954,1994,TA,TA,Gd,1364,1663,1663,1,Gd,6,2,1954,2,529,2008,256000
459,8,1925,1996,TA,Gd,TA,588,833,1666,1,Gd,7,1,1925,1,228,2008,161000
460,5,1950,1950,TA,TA,TA,709,979,1203,1,Gd,5,1,1950,1,352,2009,110000
461,8,2009,2009,Gd,TA,Gd,832,832,1935,2,TA,8,0,2009,2,552,2009,263435
462,7,1936,2007,Gd,Gd,Gd,560,575,1135,1,Gd,6,0,1971,2,576,2009,155000
463,5,1965,1965,TA,TA,TA,864,864,864,1,TA,5,1,1965,1,360,2009,62383
464,6,1934,1995,TA,TA,TA,715,849,1660,1,TA,6,1,1939,1,240,2008,188700
465,5,1978,1978,TA,TA,Gd,1040,1040,1040,2,TA,5,0,NaN,0,0,2009,124000
466,7,2004,2004,Gd,TA,Gd,1375,1414,1414,2,Gd,6,1,2004,2,398,2006,178740
467,7,1970,1970,TA,Gd,TA,1277,1277,1277,1,TA,5,1,1970,2,526,2007,167000
468,5,1942,1995,TA,TA,TA,728,888,1644,1,Gd,7,2,1942,1,312,2007,146500
469,8,2006,2006,Gd,TA,Gd,1626,1634,1634,2,Gd,7,1,2006,3,866,2007,250000
470,6,1993,1993,Gd,TA,Gd,832,832,1710,2,Gd,7,0,1993,2,506,2008,187000
471,8,1985,1985,Gd,TA,Gd,1488,1502,1502,1,Gd,4,0,1985,2,528,2010,212000
472,7,1977,1977,TA,TA,Gd,808,1161,1969,2,TA,8,1,1977,2,534,2007,190000
473,6,2005,2005,TA,TA,Gd,547,1072,1072,1,TA,5,0,2005,2,525,2008,148000
474,8,2006,2007,Gd,TA,Ex,1976,1976,1976,2,Gd,7,1,2006,3,908,2007,440000
475,8,2000,2000,Gd,TA,Gd,1494,1652,1652,2,Ex,6,0,2000,2,499,2007,251000
476,5,1963,1963,TA,TA,TA,970,970,970,1,TA,5,0,1996,2,624,2007,132500
477,6,1997,1998,TA,TA,Gd,1478,1493,1493,2,Gd,7,1,1997,2,508,2008,208900
478,9,2006,2006,Ex,TA,Gd,2153,2069,2643,2,Ex,9,1,2006,3,694,2007,380000
479,8,2007,2008,Gd,TA,Ex,1705,1718,1718,2,Gd,7,1,2007,3,826,2009,297000
480,4,1937,2000,TA,TA,Fa,907,1131,1131,1,TA,7,0,1995,2,672,2007,89471
481,9,2004,2005,Gd,TA,Ex,1833,1850,1850,2,Gd,8,1,2004,3,772,2006,326000
482,9,2003,2004,Gd,TA,Ex,1792,1792,1792,2,Ex,6,1,2003,3,874,2006,374000
483,7,1915,2005,Gd,TA,TA,910,916,1826,1,Ex,7,1,1915,1,164,2009,155000
484,6,1998,1998,TA,TA,Ex,1216,1216,1216,2,TA,5,0,1998,2,402,2006,164000
485,5,1962,2001,TA,Gd,TA,999,999,999,1,Gd,6,0,1963,1,264,2007,132500
486,5,1950,2007,Gd,TA,TA,1113,1113,1113,1,Gd,5,1,1950,1,264,2009,147000
487,5,1965,1965,TA,TA,TA,1073,1073,1073,1,TA,6,0,1965,2,515,2007,156000
488,5,1971,1971,TA,TA,Gd,1484,1484,1484,2,TA,7,1,1971,2,487,2007,175000
489,5,1900,1970,TA,Fa,TA,954,1766,2414,2,TA,10,1,1970,2,520,2006,160000
490,4,1970,2002,TA,Gd,Gd,630,630,630,1,Gd,3,0,1970,1,286,2009,86000
491,5,1976,1976,TA,TA,Gd,264,616,1304,1,TA,4,1,1976,1,336,2008,115000
492,6,1941,1950,TA,TA,TA,806,958,1578,1,Fa,5,2,1941,1,240,2006,133000
493,6,2006,2006,Gd,TA,Gd,728,728,1456,2,TA,8,0,2006,2,429,2006,172785
494,5,1960,1960,TA,TA,TA,1269,1269,1269,1,TA,6,1,1964,1,308,2008,155000
495,5,1938,1996,TA,TA,Fa,190,886,886,1,TA,4,0,1938,1,273,2009,91300
496,4,1920,1950,TA,TA,TA,720,720,720,1,TA,4,0,NaN,0,0,2009,34900
497,8,1992,1993,Gd,TA,Gd,3200,3228,3228,3,Gd,10,1,1992,2,546,2007,430000
498,7,1925,1950,TA,Gd,TA,1026,1133,1820,2,TA,8,0,1925,1,240,2008,184000
499,5,1967,2004,TA,TA,TA,864,899,899,1,Gd,5,0,1967,1,288,2009,130000
500,5,1958,1985,TA,TA,TA,912,912,912,1,TA,5,0,1958,1,297,2007,120000
501,6,1973,1973,TA,TA,TA,672,672,1218,1,TA,7,0,1973,1,264,2007,113000
502,7,2005,2005,Gd,TA,Gd,866,866,1768,2,Gd,7,0,2005,2,603,2008,226700
503,5,1965,1965,TA,TA,TA,1214,1214,1214,1,TA,6,0,1965,2,461,2007,140000
504,7,1959,1997,TA,TA,TA,1501,1801,1801,2,TA,6,2,1959,2,484,2010,289000
505,6,1974,1974,TA,TA,TA,855,855,1322,2,TA,6,1,1974,2,440,2009,147000
506,5,1952,1952,TA,TA,TA,960,960,1960,2,TA,10,0,1952,2,400,2009,124500
507,8,1993,1994,Gd,TA,Gd,777,1065,1911,2,Gd,8,1,1993,2,471,2006,215000
508,6,2009,2009,Gd,TA,Gd,1218,1218,1218,2,Gd,4,0,2009,2,676,2009,208300
509,7,1928,2005,TA,Ex,TA,689,689,1378,2,Gd,7,1,1928,2,360,2008,161000
510,5,1959,1959,TA,TA,TA,1041,1041,1041,1,TA,6,0,1959,1,270,2009,124500
511,5,1951,2000,Gd,TA,TA,1008,1363,1363,1,TA,6,2,1951,1,288,2009,164900
512,7,2005,2006,Gd,TA,Gd,1368,1368,1368,2,Gd,6,1,2005,2,474,2006,202665
513,5,1958,1958,TA,TA,TA,864,864,864,1,TA,5,0,1964,2,624,2006,129900
514,6,1983,1983,TA,Gd,TA,1084,1080,1080,1,TA,5,0,1983,2,484,2007,134000
515,5,1926,1950,TA,TA,TA,768,789,789,1,TA,5,0,1926,1,200,2007,96500
516,10,2009,2009,Ex,TA,Ex,2006,2020,2020,2,Ex,9,1,2009,3,900,2009,402861
517,6,1972,1972,TA,TA,TA,689,1378,2119,2,TA,7,1,1972,2,583,2009,158000
518,7,1996,1997,Gd,TA,Gd,1264,1277,2344,2,Gd,7,1,1996,3,889,2009,265000
519,6,1998,1998,TA,TA,Gd,794,882,1796,2,TA,7,0,1998,2,546,2007,211000
520,7,1926,2004,Gd,TA,Gd,1276,1276,2080,1,Gd,9,2,1926,1,282,2009,234000
521,4,1900,2000,TA,TA,NA,0,694,1294,2,TA,7,0,NaN,0,0,2008,106250
522,6,1957,1957,TA,TA,TA,1244,1244,1244,1,TA,6,2,1957,1,336,2007,150000
523,6,1947,1950,TA,Gd,TA,1004,1004,1664,2,TA,7,2,1950,2,420,2006,159000
524,10,2007,2008,Ex,TA,Ex,3138,3138,4676,3,Ex,11,1,2007,3,884,2007,184750
525,7,1996,1997,Gd,TA,Gd,1379,1383,2398,2,Gd,8,1,1996,3,834,2007,315750
526,7,2005,2005,Gd,TA,Gd,1257,1266,1266,2,Gd,6,1,2005,2,453,2006,176000
527,5,1956,2000,TA,TA,Gd,928,928,928,1,TA,4,0,1956,1,252,2007,132000
528,9,2008,2008,Ex,TA,Ex,1452,1476,2713,2,Ex,11,1,2008,3,858,2008,446261
529,4,1920,2002,TA,TA,TA,528,605,605,1,TA,5,0,NaN,0,0,2007,86000
530,6,1957,1975,Gd,TA,TA,2035,2515,2515,3,TA,9,2,1975,2,484,2007,200624
531,6,1988,1989,Gd,TA,Gd,1461,1509,1509,2,Gd,5,1,1988,2,600,2008,175000
532,6,1920,1999,TA,TA,Fa,611,751,1362,2,TA,6,0,1920,2,502,2008,128000
533,5,1955,2007,TA,TA,NA,0,827,827,1,TA,5,1,1967,1,392,2010,107500
534,1,1946,1950,Fa,Fa,NA,0,334,334,1,Fa,2,0,NaN,0,0,2007,39300
535,8,2004,2004,Gd,TA,Ex,707,707,1414,2,Gd,6,1,2004,2,403,2006,178000
536,5,1910,1991,TA,TA,Gd,1117,820,1347,1,TA,5,0,NaN,0,0,2008,107500
537,7,1998,1999,TA,TA,Gd,880,880,1724,2,Gd,8,0,1998,2,527,2008,188000
538,4,1972,1972,TA,TA,TA,864,864,864,1,TA,5,0,1980,2,576,2008,111250
539,5,1968,1968,TA,TA,TA,1051,1159,1159,1,TA,7,1,1968,1,336,2006,158000
540,8,2001,2002,Gd,TA,Gd,1581,1601,1601,2,Gd,6,1,2001,2,670,2010,272000
541,9,2006,2006,Ex,TA,Ex,1838,1838,1838,2,Ex,8,1,2006,3,765,2009,315000
542,8,2000,2000,Gd,TA,Gd,969,997,2285,2,Gd,8,1,2000,3,648,2007,248000
543,7,1998,1999,Gd,TA,Ex,1650,1680,1680,2,Gd,7,1,1998,2,583,2009,213250
544,7,1998,1998,TA,TA,Gd,723,767,767,1,TA,4,0,1998,1,367,2007,133000
545,7,2006,2006,Gd,TA,Gd,654,664,1496,2,Gd,7,1,2006,2,426,2006,179665
